CITY,STATE,IBGE_ID,CAPITAL,IBGE_RES_POP_ESTR_PERC,IBGE_DU_RATE,IBGE_DU_RURAL_PERC,IBGE_POP_UP_PERC,IBGE_0-14_PERC,IBGE_15-59_PERC,IBGE_60+_PERC,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,IDHM Ranking 2010,IDHM,IDHM_Renda,IDHM_Longevidade,IDHM_Educacao,LONG,LAT,ALT,PAY_TV,FIXED_PHONES,AREA,REGIAO_TUR,CATEGORIA_TUR,RURAL_URBAN,GVA_AGROPEC,GVA_INDUSTRY,GVA_SERVICES,GVA_PUBLIC,GVA_TOTAL,TAXES,GDP,POP_GDP,GDP_CAPITA,GVA_MAIN,MUN_EXPENDIT,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_D,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_J,COMP_K,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,COMP_T,COMP_U,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,CARS_RATE,MOTORCYCLES_RATE,UBER,MCDONALDS,WALMART,POST_OFFICES_RATE,IBGE_POP_10+_2010,IBGE_EDU_0_PERC,IBGE_EDU_1_PERC,IBGE_EDU_2_PERC,IBGE_EDU_3_PERC,IBGE_EDU_NA_PERC,IBGE_ESTIMATED_POP_2017,HOMICIDES,HIDDEN_HOMICIDES,GINI_INDEX_2000,GINI_INDEX_2010,ILLITERACY_RATE_10+_2010,UNEMPLOYMENT_RATE_10+_2010
Afonso Cunha,MA,2100105,0,0,0.220999153,0.437547893,0.546994073,0.341486068,0.582043344,0.076470588,6388,17098,5406,0.529,0.471,0.725,0.434,-43.320869,-4.135015477,67.2,89,10,371.34,Sem Região,Z,Rural Adjacente,2461.41,1600,8.46,21500.22,34025.09,1434.15,35459.24,6421,5522.39,"Administração, defesa, educação e saúde públicas e seguridade social",,14,1,0,0,0,0,0,6,0,0,0,0,1,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.009429587,0.080228783,0,0,0,15.45833977,0.750211685,0.772911964,0.121444695,0.070880361,0.026410835,0.008577878,6486,0,0,0.524,0.5897,0.305103884,0.577461608
Afrânio,PE,2600203,0,0,0.269760036,0.645657673,0.332139202,0.289505222,0.619072077,0.091422702,7000,173,4445,0.588,0.542,0.761,0.493,-41.00579734,-8.511091284,515.84,39,533,1490.59,Sem Região,Z,Rural Adjacente,8158.4,6.73,52942.8,72.46,140286.14,10053.43,150339.57,19225,7820,"Administração, defesa, educação e saúde públicas e seguridade social",44498865,141,0,0,11,0,0,2,84,1,6,2,0,0,3,1,3,22,1,1,4,0,0,1,20,0,1,0,1,0,44765064,0.041581003,0.188990543,0,0,0,20.55921053,0.812691914,0.726420375,0.146235656,0.105723482,0.020640918,0.001049538,19411,5,0,0.571,0.5333,0.227199665,0.445034594
Afuá,PA,1500305,0,0,0.192568917,0.706727919,0.268477827,0.365008503,0.573873299,0.061118197,140,958,5544,0.489,0.485,0.774,0.311,-50.39142759,-0.159171694,3.14,1521,61,8338.44,Marajó,D,Rural Remoto,107.97,17984.14,41.2,139565.99,306719.36,9271.89,315991.25,37778,8364.42,"Administração, defesa, educação e saúde públicas e seguridade social",,36,0,0,4,0,0,1,20,2,1,0,0,0,1,1,2,0,0,0,4,0,0,4,152,0,2,0,2,0,50400651,5.14628E-05,0.000102926,0,0,0,2.573141549,0.727127447,0.838147567,0.085832025,0.060125589,0.01510989,0.000784929,38144,11,1,0.4885,0.6604,0.267248464,0.649825852
Agrestina,PE,2600302,0,0,0.303452533,0.243097937,0.746726046,0.267847653,0.602007676,0.130144671,361,667,4350,0.59,0.581,0.76,0.47,-35.94677684,-8.455973,437.15,542,520,200.58,Encantos Do Agreste,D,Intermediário Adjacente,20547.52,19200.56,75135.49,89128.35,204011.92,16677.85,220689.77,24454,9024.69,"Administração, defesa, educação e saúde públicas e seguridade social",48941210,225,5,2,23,0,2,4,100,3,13,3,0,1,5,5,6,18,9,2,24,0,0,1,108,0,1,0,1,0,33677594,0.114363209,0.118573395,0,0,0,12.14476561,0.837691256,0.732129698,0.131750711,0.111274871,0.018422992,0.006369091,24644,22,0,0.606,0.5072,0.293686376,0.425338889
Agricolândia,PI,2200103,0,0,0.301294625,0.283854167,0.704982346,0.247078464,0.584307179,0.168614357,2442,6319,4185,0.599,0.55,0.742,0.526,-42.6591832,-5.795501935,260.44,145,77,112.39,Sem Região,Z,Rural Adjacente,1980.61,1453.88,6405.94,18108.2,27948.62,1570.87,29519.49,5069,5823.53,"Administração, defesa, educação e saúde públicas e seguridade social",12532965,39,0,0,1,0,0,3,22,0,0,0,0,0,0,0,2,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0.054778555,0.23018648,0,0,0,19.42501943,0.843271871,0.665270993,0.162595953,0.147941382,0.024191672,0,5062,1,1,0.455,0.5078,0.249418875,0.445839145
Agrolândia,SC,4200200,0,0.000536308,0.316636276,0.347222222,0.638313847,0.22517224,0.66560242,0.10922534,3909,26723,1167,0.725,0.727,0.827,0.633,-49.82565339,-27.40051659,383.22,369,603,206.91,Caminhos Do Alto Vale,D,Rural Adjacente,36.18,55228.22,75110.21,43981.83,210497.42,15304.24,225.8,10427,21655.48,Demais serviços,,490,3,0,151,1,0,15,147,19,22,1,2,9,10,20,2,14,8,12,54,0,0,0,0,1,1,1,1,40876891,58718873,0.393800766,0.200354775,0,0,0,9.336196434,0.857449319,0.570928196,0.189517138,0.199899925,0.039654741,0,10581,2,0,0.467,0.3667,0.047243108,0.228320802
Agronômica,SC,4200309,0,0,0.308115824,0.610191926,0.378874388,0.218514532,0.681377826,0.100107643,5945,56156,754,0.741,0.774,0.884,0.595,-49.71836889,-27.26971611,342.19,181,392,129.77,Caminhos Do Alto Vale,D,Urbano,47908.44,22249.14,35.73,24434.96,130322.48,8067.84,138390.31,5371,25766.21,"Agricultura, inclusive apoio à agricultura e a pós colheita",16270811,223,1,0,61,1,2,9,65,23,9,0,1,6,2,5,2,7,2,4,23,0,0,0,0,0,0,0,0,0,0,0.396471681,0.167688022,0,0,0,18.57010214,0.854608483,0.621570031,0.171080888,0.161059413,0.03101885,0.015509425,5437,0,0,0.467,0.4753,0.051416329,0.228278981
Água Azul Do Norte,PA,1500347,0,0,0.233347967,0.807935694,0.292932115,0.311035422,0.641961853,0.047002725,5083,22630,4979,0.564,0.563,0.797,0.399,-50.48527451,-6.804948867,296.3,341,49,7113.96,Araguaia-Tocantins,D,Rural Remoto,151259.91,91612.66,52043.21,88.69,383605.61,48508.82,432114.44,26497,16308.05,"Pecuária, inclusive apoio à pecuária",51874219,98,0,0,1,0,1,1,62,6,5,2,0,0,1,1,5,4,3,0,6,0,0,0,0,0,1,0,1,0,12515715,0.015601483,0.071693403,0,0,0,3.67093719,0.824160913,0.766064597,0.153019224,0.057818023,0.006052976,0.017045179,26682,4,0,0.6328,0.526,0.10906454,0.472951414
Água Boa,MT,5100201,0,0.000575374,0.308640199,0.18424732,0.800297277,0.260619496,0.672697861,0.066682643,185610,461368,1068,0.73,0.723,0.829,0.646,-52.1589153,-14.0490868,453.88,1162,2278,7510.64,Sem Região,Z,Urbano,202467.55,62177.81,407268.07,137909.69,809.82,90166.44,899989.55,24032,37449.63,Demais serviços,,794,17,4,55,1,3,39,398,58,39,12,4,15,33,21,5,11,29,6,44,0,0,0,0,1,2,1,2,57173657,648428649,0.177177058,0.281858179,0,0,0,11.89107773,0.835107403,0.525061721,0.182120916,0.211000746,0.072343113,0.009530918,24501,6,0,0.6733,0.5184,0.072260805,0.352522528
Água Boa,MG,3100609,0,0,0.274432379,0.516786571,0.45982231,0.298840704,0.588950909,0.112208387,3925,21593,4738,0.58,0.594,0.799,0.403,-42.38964323,-17.99105305,432.45,180,228,1320.26,Pedras Preciosas,D,Rural Adjacente,34728.98,5.37,36147.74,52772.84,129017.64,5230.06,134247.7,14524,9243.16,"Administração, defesa, educação e saúde públicas e seguridade social",,186,4,1,10,0,1,7,93,14,12,1,0,0,4,4,2,9,7,0,17,0,0,0,0,0,1,0,1,0,36394549,0.088602941,0.144264706,0,0,0,14.70588235,0.823494571,0.773595461,0.097418685,0.091345001,0.026931991,0.010628946,14370,4,0,0.6459,0.5018,0.236993757,0.401712822
Água Branca,PI,2200202,0,0,0.287702875,0.111979717,0.88292505,0.277108434,0.596075731,0.126815835,822,2168,3329,0.639,0.6,0.763,0.569,-42.63513086,-5.893266338,244.54,743,279,97.04,Sem Região,Z,Urbano,2594.09,15331.53,77681.59,66685.33,162292.53,12438.52,174731.05,17068,10237.35,"Administração, defesa, educação e saúde públicas e seguridade social",45401009,293,2,0,10,0,1,9,209,2,8,3,0,1,3,6,3,12,8,3,13,0,0,0,0,0,3,0,3,0,468713834,0.122024324,0.502219148,0,0,0,5.764020981,0.825785667,0.622009569,0.148914244,0.191019507,0.035333088,0.002649982,17119,7,0,0.5608,0.5072,0.217845837,0.371714643
Água Branca,AL,2700102,0,0,0.244310265,0.712505281,0.262682562,0.288605108,0.598624754,0.112770138,2708,967,5216,0.55,0.527,0.728,0.432,-37.94071518,-9.267025497,632.66,79,225,468.23,Caminhos Do São Francisco,D,Rural Adjacente,6100.07,4912.19,35505.49,74825.08,121342.82,4884.96,126227.79,20422,6180.97,"Administração, defesa, educação e saúde públicas e seguridade social",,111,1,0,4,0,1,3,67,0,5,0,0,0,3,3,4,3,1,2,14,0,0,2,60,0,1,0,1,0,37717578,0.047465529,0.116407102,0,0,0,4.959825414,0.795221138,0.773184503,0.103770524,0.100850153,0.019793627,0.002401194,20467,2,0,0.6601,0.5667,0.27875446,0.483036004
Água Branca,PB,2500106,0,0,0.271139803,0.528103044,0.429569267,0.288248337,0.57551121,0.136240453,1707,852,4813,0.57,0.542,0.712,0.484,-37.64220904,-7.511070151,747.5,7,59,236.61,Vale Dos Sertões,E,Rural Adjacente,4429.23,2720.78,18732.48,46056.56,71939.05,3181.64,75120.69,10172,7385.05,"Administração, defesa, educação e saúde públicas e seguridade social",24264569,130,0,0,7,0,0,3,72,0,1,3,0,0,5,4,4,2,4,1,24,0,0,1,40,0,0,0,0,0,0,0.03178821,0.031689794,0,0,0,9.841551028,0.82559001,0.73208563,0.12075375,0.120112806,0.024355852,0.002691963,10258,2,0,0.7137,0.5452,0.231897106,0.450289389
Água Clara,MS,5000203,0,0.000901276,0.309761509,0.346463742,0.651483638,0.278067468,0.662232627,0.059699904,2767,8530,2677,0.67,0.705,0.823,0.518,-52.87511755,-20.44885076,308.97,1026,1556,7784.92,Sem Região,Z,Rural Adjacente,413726.32,383746.94,135346.04,97460.2,1030279.51,87712.13,1117991.64,14734,75878.35,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",,478,53,0,62,0,2,24,190,27,42,4,3,2,21,10,3,9,10,1,15,0,0,1,56,1,0,1,0,57221170,0,0.228157567,0.148980796,0,0,0,6.554368487,0.816763727,0.657244716,0.162210339,0.131313131,0.04388422,0.005432476,14992,1,0,0.5856,0.5081,0.081138488,0.368224299
Água Comprida,MG,3100708,0,0,0.351604938,0.242977528,0.740246914,0.178118746,0.672448299,0.149432955,36278,133297,2569,0.675,0.719,0.86,0.498,-48.10807677,-20.05931241,531.44,72,78,492.17,Sem Região,Z,Rural Adjacente,79036.12,6.71,29858.25,15941.86,131550.21,4252.57,135.8,2061,65891.69,"Agricultura, inclusive apoio à agricultura e a pós colheita",,37,0,0,2,0,0,0,15,2,1,0,0,0,0,1,2,2,1,2,9,0,0,0,0,0,0,0,0,0,0,0.241396509,0.07680798,0,0,0,49.87531172,0.886419753,0.689693593,0.174373259,0.075766017,0.059610028,0,2058,0,0,0.4752,0.4474,0.073784237,0.278926775
Água Doce,SC,4200408,0,0.000430973,0.306134176,0.462693571,0.48958483,0.214201878,0.626173709,0.159624413,22018,132364,1988,0.698,0.724,0.82,0.574,-51.55909656,-27.00409166,806.11,220,643,1313.97,Vale Do Contestado,D,Rural Adjacente,141254.65,28806.01,91540.21,35489.48,297090.35,20.85,317937.56,7143,44510.37,"Agricultura, inclusive apoio à agricultura e a pós colheita",26866200,216,6,0,25,7,3,4,72,31,17,2,0,4,12,3,6,8,6,2,8,0,0,0,0,0,1,0,1,0,57423169,0.383861025,0.096945923,0,0,0,28.01905296,0.84298233,0.627982277,0.15593047,0.144171779,0.070211316,0.001704158,7154,0,0,0.5979,0.5432,0.065247019,0.31890971
Água Doce Do Maranhão,MA,2100154,0,0,0.235730939,0.720512821,0.270183922,0.302013423,0.585810163,0.112176414,2907,4050,5532,0.5,0.494,0.697,0.363,-42.1155512,-2.840278279,10.44,862,54,443.27,Polo Delta Das Américas,E,Rural Adjacente,8.1,3555.39,19612.05,39464.68,70733.83,2.55,73287.14,12360,5929.38,"Administração, defesa, educação e saúde públicas e seguridade social",,57,3,0,2,0,0,5,37,0,3,0,0,0,0,2,2,0,1,0,2,0,0,2,26,0,0,0,0,0,0,0.004884689,0.039638053,0,0,0,24.02306214,0.790950695,0.830676856,0.099454148,0.05349345,0.010917031,0.005349345,12457,2,1,0.5614,0.5883,0.335519126,0.531038251
Água Doce Do Norte,ES,3200169,0,0.001953955,0.321128196,0.406349206,0.56639198,0.243287836,0.616169192,0.140542973,2726,20987,3087,0.652,0.619,0.819,0.546,-40.97645591,-18.54554649,210.92,68,462,473.73,Sem Região,Z,Rural Adjacente,16479.39,16930.12,46087.78,56.9,136393.68,8.08,144469.92,11958,12081.44,"Administração, defesa, educação e saúde públicas e seguridade social",27990899,277,2,16,12,1,0,11,135,14,6,2,0,0,7,4,2,7,10,0,48,0,0,0,0,0,1,0,1,0,24575500,0.143203665,0.257838469,0,0,0,44.91959393,0.852433948,0.670320909,0.156169025,0.145704604,0.026709189,0.001096273,11893,5,0,0.5725,0.4892,0.179978064,0.37212085
Água Fria,BA,2900405,0,0,0.293051936,0.603036876,0.365711016,0.251347123,0.609073527,0.13957935,6315,2072,5195,0.55,0.529,0.747,0.422,-38.7680778,-11.872931,299.89,48,212,743.01,Sem Região,Z,Rural Adjacente,15934.19,29924.44,29.28,58.18,133.32,5359.91,138677.16,17431,7955.78,"Administração, defesa, educação e saúde públicas e seguridade social",31096225,73,0,0,2,0,0,2,49,4,0,0,0,0,1,3,2,3,0,0,7,0,0,0,0,1,1,1,1,5728792,16697582,0.046151115,0.066564109,0,0,0,11.83361931,0.84241307,0.755885904,0.130772714,0.101041352,0.011243586,0.001056444,17508,12,2,0.545,0.5376,0.247360483,0.500301659
Água Fria De Goiás,GO,5200175,0,0.000392927,0.319056974,0.583743842,0.417878193,0.267042783,0.654913023,0.078044194,73513,291614,2659,0.67,0.672,0.817,0.55,-47.78221216,-14.98553527,856.26,42,150,2029.42,Sem Região,Z,Rural Adjacente,186.93,17039.98,39360.39,22.24,265.58,10841.63,276416.74,5560,49715.24,"Agricultura, inclusive apoio à agricultura e a pós colheita",,44,2,0,2,0,0,1,23,0,5,1,0,0,1,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.109231853,0.045454545,0,0,0,17.61804087,0.83280943,0.660061335,0.144137768,0.171502713,0.022882755,0.001415428,5613,1,0,0.7184,0.6123,0.134497404,0.434874941
Água Limpa,GO,5200209,0,0,0.36661699,0.288617886,0.706408346,0.20604782,0.630801688,0.163150492,167,593,1253,0.722,0.691,0.821,0.663,-48.76124096,-18.07140606,679.32,18,77,452.86,Sem Região,Z,Rural Adjacente,16061.02,1594.67,11.2,12420.58,41279.99,2357.13,43637.12,1980,22038.95,"Pecuária, inclusive apoio à pecuária",12472878,22,0,0,2,0,0,0,12,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240918803,0.103098291,0,0,0,53.41880342,0.886736215,0.560784314,0.199439776,0.198879552,0.03977591,0.001120448,1967,1,0,0.5649,0.4658,0.092997199,0.320448179
Água Nova,RN,2400406,0,0,0.267114094,0.345477387,0.636912752,0.242360379,0.650158061,0.10748156,416,310,3771,0.616,0.527,0.776,0.572,-38.29082495,-6.204716719,277.3,38,14,50.68,Sem Região,Z,Rural Adjacente,670.57,0.95,5159.35,17097.38,23875.56,692.2,24567.76,3235,7594.36,"Administração, defesa, educação e saúde públicas e seguridade social",10769502,25,0,0,0,0,0,1,13,0,0,0,0,0,0,1,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0.059442724,0.204334365,0,0,0,30.95975232,0.846308725,0.613798573,0.16851705,0.195876289,0.017842982,0.003568596,3260,2,0,0.597,0.4613,0.203711015,0.516778523
Água Preta,PE,2600401,0,0,0.236893791,0.408290816,0.515153346,0.27485483,0.625315268,0.099829902,2889,16545,5164,0.55,0.514,0.761,0.432,-35.51855735,-8.709122552,92.73,325,540,533.33,Sem Região,Z,Intermediário Adjacente,45.14,8.43,58759.06,134887.49,247214.96,8.93,256148.56,36040,7107.34,"Administração, defesa, educação e saúde públicas e seguridade social",61414981,118,7,0,14,0,1,6,57,3,4,0,2,1,3,6,3,4,0,0,7,0,0,0,0,0,1,0,1,0,58548661,0.048499479,0.067482306,0,0,0,5.48636638,0.814503701,0.736867488,0.120529752,0.120789435,0.016248702,0.005564624,36371,9,1,0.5799,0.503,0.280525359,0.556821133
Água Santa,RS,4300059,0,0,0.294734014,0.562443026,0.388500806,0.219917012,0.641770401,0.138312586,17708,59693,558,0.75,0.84,0.85,0.59,-52.03463279,-28.17505475,654.84,62,219,291.5,Rota Das Araucárias,E,Rural Adjacente,84170.98,12.65,136429.92,22425.68,255.68,27.64,283321.69,3841,73762.48,Comércio e reparação de veículos automotores e motocicletas,18330521,126,2,1,13,0,0,3,54,11,7,1,0,0,1,1,5,7,4,1,15,0,0,0,0,0,2,0,2,0,142615190,0.347188916,0.134825473,0,0,0,26.64535039,0.869693713,0.627432808,0.128514056,0.172999691,0.056533828,0.014210689,3841,0,0,0.4875,0.5919,0.049459042,0.284080371
Aguaí,SP,3500303,0,0.000684335,0.307919622,0.093847863,0.876633072,0.218153431,0.660279611,0.121566958,31346,223900,1460,0.715,0.703,0.858,0.606,-46.97969311,-22.059684,662.48,1389,5019,474.55,Sem Região,Z,Urbano,115600.38,146491.98,307155.81,117822.49,687.07,77216.87,764287.53,35189,21719.5,Demais serviços,,799,149,9,54,0,3,21,333,44,51,8,2,5,21,35,2,12,21,10,19,0,0,1,54,3,2,3,2,235543694,198861114,0.310591311,0.160037826,0,0,0,2.781331702,0.857129526,0.566684812,0.199419343,0.171801851,0.060097986,0.001996008,35508,3,1,0.557,0.4804,0.072416422,0.341899887
Aguanil,MG,3100807,0,0,0.33374445,0.415373245,0.566354218,0.206881533,0.646341463,0.146777003,3679,21206,2845,0.66,0.672,0.845,0.513,-45.38946534,-20.9374322,840.9,151,92,232.09,Sem Região,Z,Rural Adjacente,22570.88,2520.38,18121.24,19635.6,62848.1,1930.08,64778.18,4406,14702.27,"Administração, defesa, educação e saúde públicas e seguridade social",13891248,91,2,0,16,0,0,0,48,7,4,0,0,1,4,3,2,0,1,1,2,0,0,1,82,0,0,0,0,0,0,0.239433453,0.066546763,0,0,0,44.96402878,0.872718303,0.682871679,0.168456755,0.097795365,0.047484454,0.003391747,4440,1,1,0.4907,0.4662,0.118839763,0.314277668
Águas Belas,PE,2600500,0,0,0.105206909,0.890621309,0.560581583,0.310308136,0.568255376,0.121436489,7416,6024,5429,0.526,0.546,0.691,0.385,-37.12195717,-9.1145895,373.32,697,552,885.99,Fé E Arte,D,Intermediário Adjacente,32469.67,10.97,101191.77,149808.68,294444.31,18982.3,313426.61,42831,7317.75,"Administração, defesa, educação e saúde públicas e seguridade social",61572983,186,2,0,13,0,0,2,115,2,12,1,3,0,4,5,3,10,6,3,5,0,0,1,48,1,1,1,1,37915364,61410944,0.048709341,0.127584211,0,0,0,4.630165528,0.792469243,0.791030265,0.092175004,0.094934922,0.018221734,0.003669437,43087,19,0,0.6411,0.5922,0.374941017,0.455157444
Águas Da Prata,SP,3500402,0,0.004614979,0.331619198,0.099403579,0.882779536,0.17729649,0.637490665,0.185212845,1387,8630,124,0.78,0.75,0.886,0.716,-46.71676671,-21.934829,832.91,606,1803,142.67,Mogiana Paulista,D,Urbano,17026.53,16235.66,69097.9,30948.74,133308.83,9345.48,142654.32,8065,17688.07,Demais serviços,22737457,212,48,0,18,0,0,9,63,7,21,7,0,3,6,10,3,3,2,4,8,0,0,0,0,2,1,2,1,61947294,21858555,0.346073491,0.116136168,0,0,0,24.5790832,0.887130802,0.472800238,0.178656361,0.240041617,0.107015458,0.001486326,8104,1,0,0.5462,0.5305,0.056671129,0.288561654
Águas De Chapecó,SC,4200507,0,0.000981997,0.320785597,0.450510204,0.504091653,0.231168831,0.665909091,0.102922078,2944,13152,1530,0.713,0.712,0.811,0.629,-52.98725101,-27.07621291,237.12,118,287,139.51,Vale Das Águas,D,Rural Adjacente,36366.18,5628.78,27155.09,27.76,96908.21,3968.45,100876.66,6412,15732.48,"Administração, defesa, educação e saúde públicas e seguridade social",17022396,115,0,1,12,0,0,4,53,19,5,0,1,0,4,4,3,3,2,1,3,0,0,1,2,0,1,0,1,0,44245730,0.324089853,0.174748257,0,0,0,15.49186677,0.869067103,0.606591337,0.189453861,0.168549906,0.035404896,0,6445,0,0,0.5966,0.4524,0.059200603,0.320135747
Águas De Lindóia,SP,3500501,0,0.003475038,0.324163095,0.009469359,0.398818487,0.18167296,0.64057508,0.17775196,474,6287,661,0.745,0.725,0.846,0.675,-46.63177884,-22.47382204,893.17,2522,4393,60.13,Águas E Flores Paulista,B,Intermediário Adjacente,5835.33,63398.24,283169.22,72227.49,424630.29,30.64,455273.81,18412,24727.02,Demais serviços,,881,11,0,168,0,1,41,328,11,92,5,8,3,24,96,2,23,28,10,30,0,0,20,5503,3,2,3,2,200253763,299106456,0.406796064,0.195924512,0,0,0,5.376633152,0.878605352,0.518391562,0.191232696,0.199736322,0.087738958,0.002834542,18509,1,0,0.5421,0.4612,0.055401845,0.275625823
Águas De Santa Bárbara,SP,3500550,0,0.002856633,0.334404571,0.234917245,0.757900375,0.217432273,0.619787986,0.162779741,16245,132857,427,0.757,0.744,0.84,0.695,-49.23860777,-22.86914941,606.94,685,989,404.46,Coração Paulista,C,Rural Adjacente,43747.56,11749.49,61599.69,31977.39,149074.13,8495.07,157569.2,5977,26362.59,Demais serviços,25978262,216,60,1,10,0,0,7,68,15,19,1,0,2,5,8,2,4,1,5,8,0,0,1,23,1,1,1,1,27249499,53962097,0.412086093,0.098344371,0,0,0,16.55629139,0.861988931,0.491093621,0.18993372,0.212924606,0.095691798,0.010356255,6009,0,0,0.5211,0.4948,0.046420466,0.318134929
Águas De São Pedro,SP,3500600,0,0.005171777,0.365718508,0,0.992611747,0.159657611,0.592482322,0.247860067,0,0,2,0.85,0.849,0.89,0.825,-47.88397474,-22.59733955,515.24,1033,1420,3.61,Serra Do Itaqueri,C,Intermediário Adjacente,0,10504.94,94367.21,20211.04,125083.2,7533.36,132616.56,3205,41378.02,Demais serviços,21934921,202,2,1,4,0,1,6,99,3,40,5,2,1,9,15,2,3,3,2,4,0,0,11,845,1,2,1,2,29938860,134551644,0.509171598,0.100591716,0,0,0,29.58579882,0.901736239,0.303564113,0.147480541,0.298648095,0.249897583,0,3268,0,1,0.575,0.5438,0.014663951,0.270875764
Águas Formosas,MG,3100906,0,0.000270577,0.286757941,0.21702208,0.770063315,0.263457484,0.597329585,0.13921293,355,1201,3215,0.645,0.624,0.811,0.531,-40.93522794,-17.08230432,260.43,454,971,820.08,Vale Do Jequitinhonha,D,Intermediário Adjacente,13053.94,17637.7,101421.72,74.9,207017.57,15085.07,222102.64,19363,11470.47,Demais serviços,,338,0,0,11,0,1,6,169,11,8,4,1,5,20,10,2,11,15,3,61,0,0,0,0,2,2,2,2,37776833,216108665,0.109621204,0.125273923,0,0,0,10.43514557,0.833919584,0.65898767,0.148734588,0.151395198,0.040428293,0.000389358,19416,4,0,0.6535,0.5774,0.219091619,0.382222801
Águas Frias,SC,4200556,0,0,0.299092409,0.583448276,0.40470297,0.215086646,0.674821611,0.110091743,2357,11322,650,0.745,0.728,0.86,0.661,-52.85941945,-26.88022754,339.7,90,177,76.74,Vale Das Águas,E,Rural Adjacente,20701.03,15533.93,29016.4,13824.18,79.08,8615.8,87.69,2397,36583.79,Demais serviços,13538694,152,0,0,21,0,0,9,42,14,5,1,2,4,4,6,2,6,2,9,25,0,0,0,0,0,0,0,0,0,0,0.370899916,0.181244743,0,0,0,42.05214466,0.875,0.5902876,0.15417256,0.205563413,0.04950495,0,2387,0,0,0.5516,0.3764,0.082469369,0.26531574
Águas Lindas De Goiás,GO,5200258,0,0.000395287,0.277597912,0.00194381,0.994221285,0.318862531,0.643158712,0.037978758,1069,3075,2299,0.69,0.647,0.848,0.588,-48.28344444,-15.73793886,1208.67,4671,11959,192.39,Sem Região,Z,Urbano,3198.38,127.96,741497.32,628341.75,1500.99,128825.17,1629818.67,191499,8510.85,"Administração, defesa, educação e saúde públicas e seguridade social",289046422,1793,4,0,91,0,9,169,1049,18,89,19,2,17,38,61,8,88,42,24,65,0,0,0,0,2,4,2,3,71683043,788123739,0.072767663,0.030376201,0,0,0,0.482928478,0.793873684,0.574601268,0.208067907,0.196181022,0.014589887,0.00656782,195810,82,4,0.46,0.4516,0.063887573,0.406134533
Águas Mornas,SC,4200606,0,0.000540735,0.304794521,0.579538734,0.417808219,0.223899914,0.680327869,0.095772217,606,13115,1231,0.723,0.731,0.853,0.606,-48.8405384,-27.70659719,175.58,361,767,326.66,Grande Florianópolis,D,Urbano,37894.9,21527.08,51637.77,27801.76,138861.5,7695.49,146.56,6206,23615.37,Demais serviços,16562570,193,1,4,21,0,1,28,81,5,12,1,2,3,8,8,3,2,4,2,7,0,0,1,41,0,0,0,0,0,0,0.387739103,0.199749138,0,0,0,31.35779241,0.888067772,0.615384615,0.182058047,0.164400244,0.037751167,0.000405927,6298,1,0,0.364,0.3433,0.05393853,0.249949115
Águas Vermelhas,MG,3101003,0,0,0.273070272,0.293321819,0.702090866,0.280900134,0.614084192,0.105015674,1711,11489,4134,0.601,0.586,0.808,0.458,-41.4587883,-15.74531995,735.65,145,383,1256.61,Sem Região,Z,Rural Adjacente,21393.81,8.48,87001.62,48432.63,165310.66,18.73,184041.19,13513,13619.57,"Administração, defesa, educação e saúde públicas e seguridade social",22038726,72,8,1,3,0,0,1,39,2,4,0,0,0,3,1,2,3,3,0,2,0,0,0,0,1,0,1,0,22138687,0,0.061215404,0.069451658,0,0,0,29.68019589,0.831630247,0.73610586,0.139130435,0.084782609,0.029962193,0.010113422,13576,2,1,0.6074,0.5209,0.245308057,0.417535545
